Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
30.432359,2,190,132,208272,66,66,66.0,0.0,9014,54,1096.1684210526316,1223.7761117272837,6848.105334193777,6.309073838147085,0.15933172251308902,1.507444345817859,20.272072,0.0,20.323112000000002,10.161556000000001,10.110516,20.272072,0.05104,10.109247,0.05348807936507936,0.38057880428325347,4.499346,0.0,0,32,0,0,52,3800,0.06571951914736547,6.24335431899972,54,9014,1085.4375,1221.8703628428632,1492967.18359375,2,2,0,32,191,0,0,0,95.0,1085.4375,66.0,1096.1684210526316,52,0,0,0,0,0,0,2,132,190,208272,65535,65535,0,32,7.157846750000001,7.643822535954095,20.272072,1.914585,7.157846750000001,7.643822535954095,20.272072,1.914585,e-mail
8.092492,0,28,0,19864,0,0,0.0,0.0,2123,54,709.4285714285714,657.6975764291795,2454.6209004593393,3.459997241887913,0.29972192592592595,1.1509763661250882,5.927488,0.0,0.0,0.0,0.0,0.0,0.0,8.092492,0.29972192592592595,1.1509763661250882,5.927488,0.0,0,12,0,0,0,560,0.0,3.459997241887913,54,2123,709.4285714285714,657.6975764291795,432566.10204081645,0,0,0,12,28,0,0,0,0.0,709.4285714285714,0.0,709.4285714285714,0,0,0,0,0,0,0,0,0,28,19864,0,65535,0,0,3.8340870000000002,2.093401,5.927488,1.740686,3.8340870000000002,2.093401,5.927488,1.740686,e-mail
36.8011,2,52,132,40960,66,66,66.0,0.0,6715,54,787.6923076923077,1165.0184306640742,1116.5970582401071,1.467347443418811,0.6943603773584908,3.7324707585219676,26.918305,0.0,26.971105,13.4855525,13.432752500000001,26.918305,0.0528,9.829995,0.192745,0.8565952144763158,5.942999,0.0,0,23,0,0,52,1040,0.054346201608104105,1.4130012418107067,54,6715,760.9629629629629,1151.336034915491,1325574.6652949245,0,2,0,23,53,0,0,0,26.0,760.9629629629629,66.0,787.6923076923077,52,0,0,0,0,0,0,2,132,52,40960,65535,65535,0,32,11.516518,11.028357519240327,26.918305,1.68825,11.516518,11.028357519240327,26.918305,1.68825,e-mail
59.35341,6,636,396,578197,66,66,66.0,0.0,4828,54,909.1147798742138,1201.4252755791442,9748.268886320096,10.816564709592928,0.09259502340093603,0.7631687094095893,13.332587,0.0,0.039799,0.0066331666666666666,0.007867921992001588,0.023726,0.001709,59.313611,0.09340726141732283,0.7667194109993756,13.332587,0.0,0,255,0,0,156,12795,0.10108938980927971,10.71547531978365,54,4828,901.2352024922118,1198.5466455262463,1436514.0615022175,0,6,0,255,639,0,0,0,106.0,901.2352024922118,66.0,909.1147798742138,156,0,0,0,0,0,0,6,396,636,578197,65535,791,0,32,4.115683818181818,4.127438714775431,13.332587,1.20468,4.115683818181818,4.127438714775431,13.332587,1.20468,e-mail
52.368702,0,1518,0,3878123,0,0,0.0,0.0,63504,54,2554.758234519104,9210.766553307085,74054.2127624244,28.986779164394797,0.0345212274225445,0.2846757978675538,6.869877,-0.003809,0.0,0.0,0.0,0.0,0.0,52.368702,0.0345212274225445,0.2846757978675538,6.869877,-0.003809,0,388,0,0,0,30612,0.0,28.986779164394797,54,63504,2554.758234519104,9210.766553307085,84838220.49952048,2,0,0,388,1518,0,0,0,0.0,2554.758234519104,0.0,2554.758234519104,0,0,0,0,0,0,0,0,0,1518,3878123,0,65535,0,0,2.6544995833333336,1.6491868449179459,6.869877,1.02181,2.6544995833333336,1.6491868449179459,6.869877,1.02181,e-mail
40.990129,2,2153,132,2024251,66,66,66.0,0.0,19794,54,940.2001857872735,1049.5049550096655,49387.08536389334,52.5736330324796,0.019029772051996283,0.16915021304890737,4.999631,-0.000548,0.002333,0.0011665,0.0007344999999999999,0.001901,0.000432,40.987796,0.019046373605947957,0.16922791769259127,4.999631,-0.000548,0,748,0,0,52,43222,0.0487922348329277,52.52484079764667,54,19794,939.3888631090488,1049.3555229371318,1101147.0135186613,0,2,0,748,2154,0,0,0,1076.5,939.3888631090488,66.0,940.2001857872735,52,0,0,0,0,0,0,2,132,2153,2024251,65535,13118,0,32,2.2855046249999997,1.2742398661183203,4.999631,1.032552,2.2855046249999997,1.2742398661183203,4.999631,1.032552,e-mail
56.828615,4,3024,264,3387460,66,66,66.0,0.0,1506,54,1120.1917989417989,619.071662891443,59612.996023218235,53.28301595947746,0.018773906508093824,0.17048217861283035,4.847946,0.0,0.145023,0.048341,0.01038321462746485,0.056046,0.033663,56.683592,0.018744574074074077,0.17056386381366784,4.847946,0.0,0,956,0,0,104,60486,0.07038707524369545,53.21262888423376,54,1506,1118.7992073976222,619.8464073181015,384209.56866515777,0,4,0,956,3026,0,0,0,756.0,1118.7992073976222,66.0,1120.1917989417989,104,0,0,0,0,0,0,4,264,3024,3387460,65535,16383,0,32,2.3337286666666666,1.0870721237341565,4.847946,1.322422,2.3337286666666666,1.0870721237341565,4.847946,1.322422,other
56.30353,0,424,0,350902,0,0,0.0,0.0,1506,54,827.5990566037735,703.1231571709563,6232.326818584909,7.53061131335815,0.13310527186761228,0.5766143195241693,7.152317,-3.6e-05,0.0,0.0,0.0,0.0,0.0,56.30353,0.13310527186761228,0.5766143195241693,7.152317,-3.6e-05,0,167,0,0,0,8513,0.0,7.53061131335815,54,1506,827.5990566037735,703.1231571709563,494382.1741500534,17,0,1,167,424,0,0,0,0.0,827.5990566037735,0.0,827.5990566037735,0,0,0,0,0,0,0,0,0,424,350902,0,16383,0,0,2.466649705882353,1.5011639018389449,7.152317,1.014494,2.466649705882353,1.5011639018389449,7.152317,1.014494,other
56.635057,18,5030,1188,6632864,66,66,66.0,0.0,1506,54,1318.6608349900596,439.3147558965077,117136.84688266492,89.13207238407122,0.011221529027144838,0.25867513790528407,12.146914,-0.000752,0.9567,0.056276470588235296,0.1370433565242241,0.437716,0.0,55.678357,0.01106925586481113,0.2589760909884693,12.146914,-0.000752,0,669,0,0,468,100666,0.31782434685286887,88.81424803721836,54,1506,1314.1941362916007,444.84219404670426,197884.5776042857,2,18,0,669,5040,0,0,0,279.44444444444446,1314.1941362916007,66.0,1318.6608349900596,468,0,0,0,0,0,0,18,1188,5030,6632864,65535,8191,0,32,4.870191777777778,3.6767186667855767,12.146914,1.687891,4.870191777777778,3.6767186667855767,12.146914,1.687891,other
57.738234,2,561,132,479112,66,66,66.0,0.0,1506,54,854.0320855614973,698.8220333279671,8300.28850553344,9.750904400713052,0.10273707117437722,0.6475555420599923,9.070126,0.0,0.000967,0.0004835,0.0002565,0.00074,0.000227,57.737267,0.1031022625,0.6486819752226604,9.070126,0.0,0,232,0,0,52,11247,0.03463909200963784,9.716265308703415,54,1506,851.2326820603907,699.1534852576141,488815.5959478688,17,2,0,232,562,0,0,0,280.5,851.2326820603907,66.0,854.0320855614973,52,0,0,0,0,0,0,2,132,561,479112,65535,4095,0,32,3.729583076923077,2.117239962373455,9.070126,1.043507,3.729583076923077,2.117239962373455,9.070126,1.043507,other
54.484863,4,385,256,204754,66,58,64.0,3.4641016151377544,1506,54,531.8285714285714,601.2835463238433,3762.6964391926617,7.1395976530215375,0.14042490463917523,0.6984357244165211,7.050034,0.0,1.265916,0.316479,0.5166661064807716,1.210785,6.3e-05,53.218947,0.1385910078125,0.6998478030642719,7.050034,0.0,0,137,0,0,99,7715,0.07341488589225231,7.066182767129286,54,1506,527.0179948586118,600.0431280001853,360051.75546024676,12,4,2,137,387,0,0,0,96.25,527.0179948586118,64.0,531.8285714285714,99,0,0,0,0,0,0,4,256,385,204754,65535,65535,0,24,3.0814727333333334,1.8465293224857082,7.050034,1.210785,3.0814727333333334,1.8465293224857082,7.050034,1.210785,other
57.645797,8,2251,520,2260261,66,58,65.0,2.6457513110645907,1506,54,1004.1141714793425,587.1202661015365,39218.488036517214,39.18759246229174,0.025529582373782105,0.21912112599443825,6.35211,-0.000228,0.214059,0.026757375,0.028619984542874493,0.083916,0.000199,57.431738,0.025525216888888886,0.21950368287516894,6.35211,-0.000228,0,540,0,0,203,45035,0.13877854789656216,39.04881391439518,54,1506,1000.7884019477644,588.7288806692768,346601.6949340996,10,8,0,540,2255,0,0,0,281.375,1000.7884019477644,65.0,1004.1141714793425,203,0,0,0,0,0,0,8,520,2251,2260261,65535,65535,0,24,1.9423949473684214,1.2475714330825425,6.35211,1.017044,1.9423949473684214,1.2475714330825425,6.35211,1.017044,other
